"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","MFP","TOT","IDX2015","A","2017",100.411321,
"AUT","MFP","TOT","IDX2015","A","2018",100.555899,
"AUT","MFP","TOT","IDX2015","A","2019",99.903695,
"AUT","MFP","TOT","IDX2015","A","2020",99.168515,
"AUT","MFP","TOT","IDX2015","A","2021",99.381929,
"AUT","MFP","TOT","IDX2015","A","2022",101.355668,
"BEL","MFP","TOT","IDX2015","A","1985",87.912548,
"BEL","MFP","TOT","IDX2015","A","1986",88.645703,
"BEL","MFP","TOT","IDX2015","A","1987",89.654912,
"BEL","MFP","TOT","IDX2015","A","1988",91.80493,
"BEL","MFP","TOT","IDX2015","A","1989",92.883924,
"BEL","MFP","TOT","IDX2015","A","1990",93.01431,
"BEL","MFP","TOT","IDX2015","A","1991",94.780677,
"BEL","MFP","TOT","IDX2015","A","1992",96.115289,
"BEL","MFP","TOT","IDX2015","A","1993",96.332816,
"BEL","MFP","TOT","IDX2015","A","1994",98.450466,
"BEL","MFP","TOT","IDX2015","A","1995",97.769268,
"BEL","MFP","TOT","IDX2015","A","1996",97.538722,
"BEL","MFP","TOT","IDX2015","A","1997",98.992761,
"BEL","MFP","TOT","IDX2015","A","1998",98.613652,
"BEL","MFP","TOT","IDX2015","A","1999",99.598543,
"BEL","MFP","TOT","IDX2015","A","2000",99.578993,
"BEL","MFP","TOT","IDX2015","A","2001",98.490702,
"BEL","MFP","TOT","IDX2015","A","2002",98.16462,
"BEL","MFP","TOT","IDX2015","A","2003",97.957313,
"BEL","MFP","TOT","IDX2015","A","2004",100.052372,
"BEL","MFP","TOT","IDX2015","A","2005",100.564134,
"BEL","MFP","TOT","IDX2015","A","2006",100.491002,
"BEL","MFP","TOT","IDX2015","A","2007",101.602945,
"BEL","MFP","TOT","IDX2015","A","2008",100.117406,
"BEL","MFP","TOT","IDX2015","A","2009",98.236132,
"BEL","MFP","TOT","IDX2015","A","2010",99.250335,
"BEL","MFP","TOT","IDX2015","A","2011",98.330242,
"BEL","MFP","TOT","IDX2015","A","2012",98.170227,
"BEL","MFP","TOT","IDX2015","A","2013",98.323205,
"BEL","MFP","TOT","IDX2015","A","2014",99.093971,
"BEL","MFP","TOT","IDX2015","A","2015",100,
"BEL","MFP","TOT","IDX2015","A","2016",99.632842,
"BEL","MFP","TOT","IDX2015","A","2017",99.146236,
"BEL","MFP","TOT","IDX2015","A","2018",99.022295,
"BEL","MFP","TOT","IDX2015","A","2019",99.400103,
"BEL","MFP","TOT","IDX2015","A","2020",99.596457,
"BEL","MFP","TOT","IDX2015","A","2021",99.704958,
"BEL","MFP","TOT","IDX2015","A","2022",100.81307,
"CAN","MFP","TOT","IDX2015","A","1985",87.673945,
"CAN","MFP","TOT","IDX2015","A","1986",86.790989,
"CAN","MFP","TOT","IDX2015","A","1987",87.159153,
"CAN","MFP","TOT","IDX2015","A","1988",87.753097,
"CAN","MFP","TOT","IDX2015","A","1989",87.439322,
"CAN","MFP","TOT","IDX2015","A","1990",86.500983,
"CAN","MFP","TOT","IDX2015","A","1991",85.696824,
"CAN","MFP","TOT","IDX2015","A","1992",86.540717,
"CAN","MFP","TOT","IDX2015","A","1993",87.831525,
"CAN","MFP","TOT","IDX2015","A","1994",89.425745,
"CAN","MFP","TOT","IDX2015","A","1995",90.137313,
"CAN","MFP","TOT","IDX2015","A","1996",89.582015,
"CAN","MFP","TOT","IDX2015","A","1997",90.648693,
"CAN","MFP","TOT","IDX2015","A","1998",91.700977,
"CAN","MFP","TOT","IDX2015","A","1999",93.490353,
"CAN","MFP","TOT","IDX2015","A","2000",95.708955,
"CAN","MFP","TOT","IDX2015","A","2001",96.127281,
"CAN","MFP","TOT","IDX2015","A","2002",97.129609,
"CAN","MFP","TOT","IDX2015","A","2003",96.784115,
"CAN","MFP","TOT","IDX2015","A","2004",97.075894,
"CAN","MFP","TOT","IDX2015","A","2005",98.194981,
"CAN","MFP","TOT","IDX2015","A","2006",98.501622,
"CAN","MFP","TOT","IDX2015","A","2007",97.855107,
"CAN","MFP","TOT","IDX2015","A","2008",96.885582,
"CAN","MFP","TOT","IDX2015","A","2009",95.844742,
"CAN","MFP","TOT","IDX2015","A","2010",96.646049,
"CAN","MFP","TOT","IDX2015","A","2011",97.900613,
"CAN","MFP","TOT","IDX2015","A","2012",97.535449,
"CAN","MFP","TOT","IDX2015","A","2013",98.440479,
"CAN","MFP","TOT","IDX2015","A","2014",100.495984,
"CAN","MFP","TOT","IDX2015","A","2015",100,
"CAN","MFP","TOT","IDX2015","A","2016",100.398101,
"CAN","MFP","TOT","IDX2015","A","2017",101.918903,
"CAN","MFP","TOT","IDX2015","A","2018",102.216831,
"CAN","MFP","TOT","IDX2015","A","2019",102.479174,
"CAN","MFP","TOT","IDX2015","A","2020",106.129147,
"CAN","MFP","TOT","IDX2015","A","2021",103.292068,
"CAN","MFP","TOT","IDX2015","A","2022",102.883713,
"DNK","MFP","TOT","IDX2015","A","1985",86.538994,
"DNK","MFP","TOT","IDX2015","A","1986",87.590816,
"DNK","MFP","TOT","IDX2015","A","1987",87.51982,
"DNK","MFP","TOT","IDX2015","A","1988",87.607462,
"DNK","MFP","TOT","IDX2015","A","1989",87.83555,
"DNK","MFP","TOT","IDX2015","A","1990",88.872658,
"DNK","MFP","TOT","IDX2015","A","1991",89.759298,
"DNK","MFP","TOT","IDX2015","A","1992",90.385541,
"DNK","MFP","TOT","IDX2015","A","1993",90.702379,
"DNK","MFP","TOT","IDX2015","A","1994",95.016944,
"DNK","MFP","TOT","IDX2015","A","1995",95.637012,
"DNK","MFP","TOT","IDX2015","A","1996",96.801038,
"DNK","MFP","TOT","IDX2015","A","1997",96.731659,
"DNK","MFP","TOT","IDX2015","A","1998",95.766877,
"DNK","MFP","TOT","IDX2015","A","1999",95.892607,
"DNK","MFP","TOT","IDX2015","A","2000",97.186539,
"DNK","MFP","TOT","IDX2015","A","2001",96.008781,
"DNK","MFP","TOT","IDX2015","A","2002",95.639254,
"DNK","MFP","TOT","IDX2015","A","2003",95.945634,
"DNK","MFP","TOT","IDX2015","A","2004",97.879763,
"DNK","MFP","TOT","IDX2015","A","2005",98.578136,
"DNK","MFP","TOT","IDX2015","A","2006",99.39161,
"DNK","MFP","TOT","IDX2015","A","2007",98.717818,
"DNK","MFP","TOT","IDX2015","A","2008",96.508022,
"DNK","MFP","TOT","IDX2015","A","2009",93.741612,
"DNK","MFP","TOT","IDX2015","A","2010",96.196321,
"DNK","MFP","TOT","IDX2015","A","2011",96.447153,
"DNK","MFP","TOT","IDX2015","A","2012",97.3828,
"DNK","MFP","TOT","IDX2015","A","2013",97.760369,
"DNK","MFP","TOT","IDX2015","A","2014",98.847185,
"DNK","MFP","TOT","IDX2015","A","2015",100,
"DNK","MFP","TOT","IDX2015","A","2016",101.083241,
"DNK","MFP","TOT","IDX2015","A","2017",102.561762,
"DNK","MFP","TOT","IDX2015","A","2018",104.012731,
"DNK","MFP","TOT","IDX2015","A","2019",104.449755,
"DNK","MFP","TOT","IDX2015","A","2020",104.046913,
"DNK","MFP","TOT","IDX2015","A","2021",105.692315,
"DNK","MFP","TOT","IDX2015","A","2022",105.451876,
"FIN","MFP","TOT","IDX2015","A","1985",67.744879,
"FIN","MFP","TOT","IDX2015","A","1986",69.539304,
"FIN","MFP","TOT","IDX2015","A","1987",70.438636,
"FIN","MFP","TOT","IDX2015","A","1988",72.848678,
"FIN","MFP","TOT","IDX2015","A","1989",74.806645,
"FIN","MFP","TOT","IDX2015","A","1990",75.282488,
"FIN","MFP","TOT","IDX2015","A","1991",73.721537,
"FIN","MFP","TOT","IDX2015","A","1992",74.349568,
"FIN","MFP","TOT","IDX2015","A","1993",76.626253,
"FIN","MFP","TOT","IDX2015","A","1994",79.603076,
"FIN","MFP","TOT","IDX2015","A","1995",81.085619,
"FIN","MFP","TOT","IDX2015","A","1996",82.605626,
"FIN","MFP","TOT","IDX2015","A","1997",85.233488,
"FIN","MFP","TOT","IDX2015","A","1998",88.131367,
"FIN","MFP","TOT","IDX2015","A","1999",89.807334,
"FIN","MFP","TOT","IDX2015","A","2000",93.150403,
"FIN","MFP","TOT","IDX2015","A","2001",94.315039,
"FIN","MFP","TOT","IDX2015","A","2002",94.794325,
"FIN","MFP","TOT","IDX2015","A","2003",96.119948,
"FIN","MFP","TOT","IDX2015","A","2004",98.849077,
"FIN","MFP","TOT","IDX2015","A","2005",100.240635,
"FIN","MFP","TOT","IDX2015","A","2006",102.417369,
"FIN","MFP","TOT","IDX2015","A","2007",105.356384,
"FIN","MFP","TOT","IDX2015","A","2008",103.786407,
"FIN","MFP","TOT","IDX2015","A","2009",97.424397,
"FIN","MFP","TOT","IDX2015","A","2010",100.281614,
"FIN","MFP","TOT","IDX2015","A","2011",101.617171,
"FIN","MFP","TOT","IDX2015","A","2012",99.724293,
"FIN","MFP","TOT","IDX2015","A","2013",99.539645,
"FIN","MFP","TOT","IDX2015","A","2014",99.430132,
"FIN","MFP","TOT","IDX2015","A","2015",100,
"FIN","MFP","TOT","IDX2015","A","2016",102.246799,
"FIN","MFP","TOT","IDX2015","A","2017",104.644112,
"FIN","MFP","TOT","IDX2015","A","2018",103.630474,
"FIN","MFP","TOT","IDX2015","A","2019",103.540797,
"FIN","MFP","TOT","IDX2015","A","2020",102.667595,
"FIN","MFP","TOT","IDX2015","A","2021",103.646288,
"FIN","MFP","TOT","IDX2015","A","2022",105.021217,
"FRA","MFP","TOT","IDX2015","A","1985",81.710426,
"FRA","MFP","TOT","IDX2015","A","1986",82.765937,
"FRA","MFP","TOT","IDX2015","A","1987",83.077294,
"FRA","MFP","TOT","IDX2015","A","1988",85.074724,
"FRA","MFP","TOT","IDX2015","A","1989",87.154779,
"FRA","MFP","TOT","IDX2015","A","1990",88.187367,
"FRA","MFP","TOT","IDX2015","A","1991",88.184068,
"FRA","MFP","TOT","IDX2015","A","1992",89.120351,
"FRA","MFP","TOT","IDX2015","A","1993",88.816619,
"FRA","MFP","TOT","IDX2015","A","1994",89.957649,
"FRA","MFP","TOT","IDX2015","A","1995",91.345222,
"FRA","MFP","TOT","IDX2015","A","1996",91.632585,
"FRA","MFP","TOT","IDX2015","A","1997",92.489122,
"FRA","MFP","TOT","IDX2015","A","1998",94.048297,
"FRA","MFP","TOT","IDX2015","A","1999",94.753639,
"FRA","MFP","TOT","IDX2015","A","2000",96.409365,
"FRA","MFP","TOT","IDX2015","A","2001",97.099677,
"FRA","MFP","TOT","IDX2015","A","2002",98.598887,
"FRA","MFP","TOT","IDX2015","A","2003",98.467389,
"FRA","MFP","TOT","IDX2015","A","2004",99.24757,
"FRA","MFP","TOT","IDX2015","A","2005",99.596212,
"FRA","MFP","TOT","IDX2015","A","2006",101.278549,
"FRA","MFP","TOT","IDX2015","A","2007",100.62835,
"FRA","MFP","TOT","IDX2015","A","2008",99.318369,
"FRA","MFP","TOT","IDX2015","A","2009",97.329155,
"FRA","MFP","TOT","IDX2015","A","2010",98.205246,
"FRA","MFP","TOT","IDX2015","A","2011",98.941033,
"FRA","MFP","TOT","IDX2015","A","2012",98.676052,
"FRA","MFP","TOT","IDX2015","A","2013",99.263078,
"FRA","MFP","TOT","IDX2015","A","2014",99.68265,
"FRA","MFP","TOT","IDX2015","A","2015",100,
"FRA","MFP","TOT","IDX2015","A","2016",99.888538,
"FRA","MFP","TOT","IDX2015","A","2017",101.353971,
"FRA","MFP","TOT","IDX2015","A","2018",101.42969,
"FRA","MFP","TOT","IDX2015","A","2019",101.463881,
"FRA","MFP","TOT","IDX2015","A","2020",99.060974,
"FRA","MFP","TOT","IDX2015","A","2021",98.982898,
"FRA","MFP","TOT","IDX2015","A","2022",97.626417,
"DEU","MFP","TOT","IDX2015","A","1985",75.037801,
"DEU","MFP","TOT","IDX2015","A","1986",75.715229,
"DEU","MFP","TOT","IDX2015","A","1987",76.180706,
"DEU","MFP","TOT","IDX2015","A","1988",77.692091,
"DEU","MFP","TOT","IDX2015","A","1989",79.755264,
"DEU","MFP","TOT","IDX2015","A","1990",82.074371,
"DEU","MFP","TOT","IDX2015","A","1991",84.329047,
"DEU","MFP","TOT","IDX2015","A","1992",85.451282,
"DEU","MFP","TOT","IDX2015","A","1993",85.823796,
"DEU","MFP","TOT","IDX2015","A","1994",87.402043,
"DEU","MFP","TOT","IDX2015","A","1995",88.177242,
"DEU","MFP","TOT","IDX2015","A","1996",88.877134,
"DEU","MFP","TOT","IDX2015","A","1997",90.300416,
"DEU","MFP","TOT","IDX2015","A","1998",90.77815,
"DEU","MFP","TOT","IDX2015","A","1999",91.201905,
"DEU","MFP","TOT","IDX2015","A","2000",92.673783,
"DEU","MFP","TOT","IDX2015","A","2001",93.99508,
"DEU","MFP","TOT","IDX2015","A","2002",94.01297,
"DEU","MFP","TOT","IDX2015","A","2003",93.954456,
"DEU","MFP","TOT","IDX2015","A","2004",94.550585,
"DEU","MFP","TOT","IDX2015","A","2005",95.402954,
"DEU","MFP","TOT","IDX2015","A","2006",96.928551,
"DEU","MFP","TOT","IDX2015","A","2007",97.911918,
"DEU","MFP","TOT","IDX2015","A","2008",97.576708,
"DEU","MFP","TOT","IDX2015","A","2009",93.608598,
"DEU","MFP","TOT","IDX2015","A","2010",95.870192,
"DEU","MFP","TOT","IDX2015","A","2011",98.223451,
"DEU","MFP","TOT","IDX2015","A","2012",98.441747,
"DEU","MFP","TOT","IDX2015","A","2013",98.624691,
"DEU","MFP","TOT","IDX2015","A","2014",99.627372,
"DEU","MFP","TOT","IDX2015","A","2015",100,
"DEU","MFP","TOT","IDX2015","A","2016",101.150515,
"DEU","MFP","TOT","IDX2015","A","2017",102.720303,
"DEU","MFP","TOT","IDX2015","A","2018",102.658553,
"DEU","MFP","TOT","IDX2015","A","2019",103.013774,
"DEU","MFP","TOT","IDX2015","A","2020",102.595345,
"DEU","MFP","TOT","IDX2015","A","2021",103.575452,
"DEU","MFP","TOT","IDX2015","A","2022",104.049655,
"GRC","MFP","TOT","IDX2015","A","1990",105.501163,
"GRC","MFP","TOT","IDX2015","A","1991",108.344805,
"GRC","MFP","TOT","IDX2015","A","1992",106.185409,
"GRC","MFP","TOT","IDX2015","A","1993",102.423203,
"GRC","MFP","TOT","IDX2015","A","1994",103.61237,
"GRC","MFP","TOT","IDX2015","A","1995",105.042165,
"GRC","MFP","TOT","IDX2015","A","1996",107.511932,
"GRC","MFP","TOT","IDX2015","A","1997",111.38847,
"GRC","MFP","TOT","IDX2015","A","1998",110.281227,
"GRC","MFP","TOT","IDX2015","A","1999",111.947507,
"GRC","MFP","TOT","IDX2015","A","2000",113.954651,
"GRC","MFP","TOT","IDX2015","A","2001",116.537927,
"GRC","MFP","TOT","IDX2015","A","2002",117.34497,
"GRC","MFP","TOT","IDX2015","A","2003",120.773469,
"GRC","MFP","TOT","IDX2015","A","2004",123.213493,
"GRC","MFP","TOT","IDX2015","A","2005",119.44323,
"GRC","MFP","TOT","IDX2015","A","2006",123.13472,
"GRC","MFP","TOT","IDX2015","A","2007",124.299873,
"GRC","MFP","TOT","IDX2015","A","2008",120.9743,
"GRC","MFP","TOT","IDX2015","A","2009",115.869681,
"GRC","MFP","TOT","IDX2015","A","2010",112.399425,
"GRC","MFP","TOT","IDX2015","A","2011",103.099347,
"GRC","MFP","TOT","IDX2015","A","2012",97.459455,
"GRC","MFP","TOT","IDX2015","A","2013",96.001263,
"GRC","MFP","TOT","IDX2015","A","2014",96.82099,
"GRC","MFP","TOT","IDX2015","A","2015",100,
"GRC","MFP","TOT","IDX2015","A","2016",97.626593,
"GRC","MFP","TOT","IDX2015","A","2017",99.321409,
"GRC","MFP","TOT","IDX2015","A","2018",97.627539,
"GRC","MFP","TOT","IDX2015","A","2019",99.81132,
"GRC","MFP","TOT","IDX2015","A","2020",99.416033,
"GRC","MFP","TOT","IDX2015","A","2021",100.487689,
"GRC","MFP","TOT","IDX2015","A","2022",101.886308,
"ITA","MFP","TOT","IDX2015","A","1985",93.573165,
"ITA","MFP","TOT","IDX2015","A","1986",94.396939,
"ITA","MFP","TOT","IDX2015","A","1987",95.376695,
"ITA","MFP","TOT","IDX2015","A","1988",97.184636,
"ITA","MFP","TOT","IDX2015","A","1989",99.365949,
"ITA","MFP","TOT","IDX2015","A","1990",99.486215,
"ITA","MFP","TOT","IDX2015","A","1991",98.945787,
"ITA","MFP","TOT","IDX2015","A","1992",99.35694,
"ITA","MFP","TOT","IDX2015","A","1993",100.02805,
"ITA","MFP","TOT","IDX2015","A","1994",103.069792,
"ITA","MFP","TOT","IDX2015","A","1995",105.329118,
"ITA","MFP","TOT","IDX2015","A","1996",104.931692,
"ITA","MFP","TOT","IDX2015","A","1997",105.965842,
"ITA","MFP","TOT","IDX2015","A","1998",105.561687,
"ITA","MFP","TOT","IDX2015","A","1999",105.518107,
"ITA","MFP","TOT","IDX2015","A","2000",107.595988,
"ITA","MFP","TOT","IDX2015","A","2001",107.544611,
"ITA","MFP","TOT","IDX2015","A","2002",105.873014,
"ITA","MFP","TOT","IDX2015","A","2003",104.478711,
"ITA","MFP","TOT","IDX2015","A","2004",104.739781,
"ITA","MFP","TOT","IDX2015","A","2005",104.573312,
"ITA","MFP","TOT","IDX2015","A","2006",104.165815,
"ITA","MFP","TOT","IDX2015","A","2007",103.759826,
"ITA","MFP","TOT","IDX2015","A","2008",102.438512,
"ITA","MFP","TOT","IDX2015","A","2009",99.056446,
"ITA","MFP","TOT","IDX2015","A","2010",100.775335,
"ITA","MFP","TOT","IDX2015","A","2011",101.175358,
"ITA","MFP","TOT","IDX2015","A","2012",99.756848,
"ITA","MFP","TOT","IDX2015","A","2013",99.729571,
"ITA","MFP","TOT","IDX2015","A","2014",99.773861,
"ITA","MFP","TOT","IDX2015","A","2015",100,
"ITA","MFP","TOT","IDX2015","A","2016",100.036824,
"ITA","MFP","TOT","IDX2015","A","2017",100.838975,
"ITA","MFP","TOT","IDX2015","A","2018",100.941388,
"ITA","MFP","TOT","IDX2015","A","2019",101.291382,
"ITA","MFP","TOT","IDX2015","A","2020",100.681154,
"ITA","MFP","TOT","IDX2015","A","2021",101.78152,
"ITA","MFP","TOT","IDX2015","A","2022",102.28439,
"JPN","MFP","TOT","IDX2015","A","1985",77.743389,
"JPN","MFP","TOT","IDX2015","A","1986",78.462993,
"JPN","MFP","TOT","IDX2015","A","1987",80.414638,
"JPN","MFP","TOT","IDX2015","A","1988",83.439657,
"JPN","MFP","TOT","IDX2015","A","1989",85.450547,
"JPN","MFP","TOT","IDX2015","A","1990",87.872207,
"JPN","MFP","TOT","IDX2015","A","1991",88.879595,
"JPN","MFP","TOT","IDX2015","A","1992",88.477207,
"JPN","MFP","TOT","IDX2015","A","1993",88.480552,
"JPN","MFP","TOT","IDX2015","A","1994",88.493877,
"JPN","MFP","TOT","IDX2015","A","1995",89.873233,
"JPN","MFP","TOT","IDX2015","A","1996",90.98908,
"JPN","MFP","TOT","IDX2015","A","1997",91.012159,
"JPN","MFP","TOT","IDX2015","A","1998",90.178538,
"JPN","MFP","TOT","IDX2015","A","1999",90.674702,
"JPN","MFP","TOT","IDX2015","A","2000",92.166585,
"JPN","MFP","TOT","IDX2015","A","2001",92.204951,
"JPN","MFP","TOT","IDX2015","A","2002",92.632445,
"JPN","MFP","TOT","IDX2015","A","2003",93.353973,
"JPN","MFP","TOT","IDX2015","A","2004",94.944083,
"JPN","MFP","TOT","IDX2015","A","2005",95.81938,
"JPN","MFP","TOT","IDX2015","A","2006",95.769071,
"JPN","MFP","TOT","IDX2015","A","2007",96.142674,
"JPN","MFP","TOT","IDX2015","A","2008",95.1465,
"JPN","MFP","TOT","IDX2015","A","2009",92.317455,
"JPN","MFP","TOT","IDX2015","A","2010",95.341659,
"JPN","MFP","TOT","IDX2015","A","2011",95.695962,
"JPN","MFP","TOT","IDX2015","A","2012",96.692619,
"JPN","MFP","TOT","IDX2015","A","2013",98.568588,
"JPN","MFP","TOT","IDX2015","A","2014",98.514444,
"JPN","MFP","TOT","IDX2015","A","2015",100,
"JPN","MFP","TOT","IDX2015","A","2016",100.048741,
"JPN","MFP","TOT","IDX2015","A","2017",100.942984,
"JPN","MFP","TOT","IDX2015","A","2018",101.32332,
"JPN","MFP","TOT","IDX2015","A","2019",101.543894,
"JPN","MFP","TOT","IDX2015","A","2020",99.388516,
"JPN","MFP","TOT","IDX2015","A","2021",100.96088,
"JPN","MFP","TOT","IDX2015","A","2022",101.700276,
"KOR","MFP","TOT","IDX2015","A","1990",48.650286,
"KOR","MFP","TOT","IDX2015","A","1991",51.327576,
"KOR","MFP","TOT","IDX2015","A","1992",52.627269,
"KOR","MFP","TOT","IDX2015","A","1993",54.075444,
"KOR","MFP","TOT","IDX2015","A","1994",56.269011,
"KOR","MFP","TOT","IDX2015","A","1995",58.430197,
"KOR","MFP","TOT","IDX2015","A","1996",60.455267,
"KOR","MFP","TOT","IDX2015","A","1997",62.806866,
"KOR","MFP","TOT","IDX2015","A","1998",63.315059,
"KOR","MFP","TOT","IDX2015","A","1999",67.94433,
"KOR","MFP","TOT","IDX2015","A","2000",69.634139,
"KOR","MFP","TOT","IDX2015","A","2001",70.7069,
"KOR","MFP","TOT","IDX2015","A","2002",74.020267,
"KOR","MFP","TOT","IDX2015","A","2003",75.858916,
"KOR","MFP","TOT","IDX2015","A","2004",78.204213,
"KOR","MFP","TOT","IDX2015","A","2005",80.614745,
"KOR","MFP","TOT","IDX2015","A","2006",82.999811,
"KOR","MFP","TOT","IDX2015","A","2007",86.761338,
"KOR","MFP","TOT","IDX2015","A","2008",89.827578,
"KOR","MFP","TOT","IDX2015","A","2009",91.23288,
"KOR","MFP","TOT","IDX2015","A","2010",95.472284,
"KOR","MFP","TOT","IDX2015","A","2011",97.03743,
"KOR","MFP","TOT","IDX2015","A","2012",97.204522,
"KOR","MFP","TOT","IDX2015","A","2013",98.398602,
"KOR","MFP","TOT","IDX2015","A","2014",99.550663,
"KOR","MFP","TOT","IDX2015","A","2015",100,
"KOR","MFP","TOT","IDX2015","A","2016",101.504316,
"KOR","MFP","TOT","IDX2015","A","2017",104.120408,
"KOR","MFP","TOT","IDX2015","A","2018",106.481783,
"KOR","MFP","TOT","IDX2015","A","2019",107.880735,
"KOR","MFP","TOT","IDX2015","A","2020",108.866591,
"KOR","MFP","TOT","IDX2015","A","2021",110.928902,
"KOR","MFP","TOT","IDX2015","A","2022",110.648282,
"LUX","MFP","TOT","IDX2015","A","1996",98.642423,
"LUX","MFP","TOT","IDX2015","A","1997",99.595124,
"LUX","MFP","TOT","IDX2015","A","1998",101.439308,
"LUX","MFP","TOT","IDX2015","A","1999",104.012485,
"LUX","MFP","TOT","IDX2015","A","2000",104.834162,
"LUX","MFP","TOT","IDX2015","A","2001",102.35405,
"LUX","MFP","TOT","IDX2015","A","2002",102.605768,
"LUX","MFP","TOT","IDX2015","A","2003",102.83693,
"LUX","MFP","TOT","IDX2015","A","2004",104.150262,
"LUX","MFP","TOT","IDX2015","A","2005",104.686944,
"LUX","MFP","TOT","IDX2015","A","2006",106.87531,
"LUX","MFP","TOT","IDX2015","A","2007",109.676172,
"LUX","MFP","TOT","IDX2015","A","2008",103.924951,
"LUX","MFP","TOT","IDX2015","A","2009",102.285587,
"LUX","MFP","TOT","IDX2015","A","2010",103.621242,
"LUX","MFP","TOT","IDX2015","A","2011",101.329726,
"LUX","MFP","TOT","IDX2015","A","2012",100.26308,
"LUX","MFP","TOT","IDX2015","A","2013",101.44291,
"LUX","MFP","TOT","IDX2015","A","2014",100.820267,
"LUX","MFP","TOT","IDX2015","A","2015",100,
"LUX","MFP","TOT","IDX2015","A","2016",101.962637,
"LUX","MFP","TOT","IDX2015","A","2017",100.246628,
"LUX","MFP","TOT","IDX2015","A","2018",98.53524,
"LUX","MFP","TOT","IDX2015","A","2019",97.798514,
"LUX","MFP","TOT","IDX2015","A","2020",99.940133,
"LUX","MFP","TOT","IDX2015","A","2021",98.485676,
"LUX","MFP","TOT","IDX2015","A","2022",96.45803,
"NLD","MFP","TOT","IDX2015","A","1985",84.681017,
"NLD","MFP","TOT","IDX2015","A","1986",85.291783,
"NLD","MFP","TOT","IDX2015","A","1987",85.662798,
"NLD","MFP","TOT","IDX2015","A","1988",86.760832,
"NLD","MFP","TOT","IDX2015","A","1989",88.120061,
"NLD","MFP","TOT","IDX2015","A","1990",89.021445,
"NLD","MFP","TOT","IDX2015","A","1991",89.458945,
"NLD","MFP","TOT","IDX2015","A","1992",88.93251,
"NLD","MFP","TOT","IDX2015","A","1993",89.628443,
"NLD","MFP","TOT","IDX2015","A","1994",90.906144,
"NLD","MFP","TOT","IDX2015","A","1995",90.094749,
"NLD","MFP","TOT","IDX2015","A","1996",90.441397,
"NLD","MFP","TOT","IDX2015","A","1997",92.066107,
"NLD","MFP","TOT","IDX2015","A","1998",93.693594,
"NLD","MFP","TOT","IDX2015","A","1999",95.077097,
"NLD","MFP","TOT","IDX2015","A","2000",97.153246,
"NLD","MFP","TOT","IDX2015","A","2001",97.440472,
"NLD","MFP","TOT","IDX2015","A","2002",97.337879,
"NLD","MFP","TOT","IDX2015","A","2003",97.728496,
"NLD","MFP","TOT","IDX2015","A","2004",98.864068,
"NLD","MFP","TOT","IDX2015","A","2005",100.42746,
"NLD","MFP","TOT","IDX2015","A","2006",101.568936,
"NLD","MFP","TOT","IDX2015","A","2007",101.823237,
"NLD","MFP","TOT","IDX2015","A","2008",101.946422,
"NLD","MFP","TOT","IDX2015","A","2009",98.716588,
"NLD","MFP","TOT","IDX2015","A","2010",100.143677,
"NLD","MFP","TOT","IDX2015","A","2011",100.526944,
"NLD","MFP","TOT","IDX2015","A","2012",99.719872,
"NLD","MFP","TOT","IDX2015","A","2013",99.657716,
"NLD","MFP","TOT","IDX2015","A","2014",100.26147,
"NLD","MFP","TOT","IDX2015","A","2015",100,
"NLD","MFP","TOT","IDX2015","A","2016",100.053127,
"NLD","MFP","TOT","IDX2015","A","2017",100.875361,
"NLD","MFP","TOT","IDX2015","A","2018",100.948985,
"NLD","MFP","TOT","IDX2015","A","2019",100.519703,
"NLD","MFP","TOT","IDX2015","A","2020",98.286588,
"NLD","MFP","TOT","IDX2015","A","2021",100.240322,
"NLD","MFP","TOT","IDX2015","A","2022",101.315848,
"NZL","MFP","TOT","IDX2015","A","1987",83.411071,
"NZL","MFP","TOT","IDX2015","A","1988",85.976623,
"NZL","MFP","TOT","IDX2015","A","1989",87.415582,
"NZL","MFP","TOT","IDX2015","A","1990",88.710708,
"NZL","MFP","TOT","IDX2015","A","1991",86.810283,
"NZL","MFP","TOT","IDX2015","A","1992",88.97256,
"NZL","MFP","TOT","IDX2015","A","1993",91.55936,
"NZL","MFP","TOT","IDX2015","A","1994",92.513771,
"NZL","MFP","TOT","IDX2015","A","1995",93.091159,
"NZL","MFP","TOT","IDX2015","A","1996",93.177952,
"NZL","MFP","TOT","IDX2015","A","1997",95.089432,
"NZL","MFP","TOT","IDX2015","A","1998",93.209779,
"NZL","MFP","TOT","IDX2015","A","1999",94.205648,
"NZL","MFP","TOT","IDX2015","A","2000",95.628272,
"NZL","MFP","TOT","IDX2015","A","2001",96.698437,
"NZL","MFP","TOT","IDX2015","A","2002",98.201647,
"NZL","MFP","TOT","IDX2015","A","2003",99.207193,
"NZL","MFP","TOT","IDX2015","A","2004",98.140478,
"NZL","MFP","TOT","IDX2015","A","2005",97.114287,
"NZL","MFP","TOT","IDX2015","A","2006",97.193679,
"NZL","MFP","TOT","IDX2015","A","2007",99.481469,
"NZL","MFP","TOT","IDX2015","A","2008",95.488321,
"NZL","MFP","TOT","IDX2015","A","2009",98.700554,
"NZL","MFP","TOT","IDX2015","A","2010",97.340764,
"NZL","MFP","TOT","IDX2015","A","2011",98.306269,
